alpha,MLP_dim,rho,label_err_mean,label_err_std,train_data_mean,train_reg_mean,train_total_mean,train_total_std,acc_test_mean,acc_test_std,acc_fine_tune_mean,acc_fine_tune_std,acc_train_mean,acc_train_std,rank_before_mean,rank_before_std,rank_after_mean,rank_after_std
0.8071428571428572,5,1.0,9.115277777777775e-05,3.833433976134544e-06,0.0001393558084964,1.605173647403717e-05,0.0001554075449705,2.3629901123414582e-05,0.0884722248651087,0.0383343411472898,0.1462916697710752,0.0505673810366292,0.4809396017491818,0.0882874525238172,99.3,1.0310954828418375,98.05,2.645253942640032
0.8071428571428572,10,1.0,9.111111111111112e-05,2.5885864341558157e-06,0.0001005204680562,2.261715024709701e-05,0.0001231376183032,1.1308013903385714e-05,0.0888888902962207,0.0258858639347889,0.234550005711615,0.0512938479784653,0.5971604393422604,0.0564269743099513,99.35,0.8750939799154205,99.6,0.5026246899500346
0.8071428571428572,30,1.0,8.204166666666668e-05,4.098640600958867e-06,3.994210734963417e-05,3.001453563570976e-05,6.995664268732071e-05,8.430411408909317e-06,0.1795833349227905,0.040986405521294,0.3541305644735694,0.0559636335633614,0.8519074732065202,0.0491865396686844,99.6,0.5026246899500346,99.85,0.3663475485325232
0.8071428571428572,50,1.0,8.158333333333333e-05,3.58243222724004e-06,2.394057683646679e-05,3.083081066608429e-05,5.477138757705688e-05,6.595394491482143e-06,0.1841666683554649,0.0358243205567042,0.4469639006257058,0.0739169162496043,0.914331581711769,0.0438126253048665,99.3,0.7326950970650465,99.8,0.4103913408340616
0.1,5,1.0,8.908333333333331e-05,7.540824562852478e-06,1.0264253355562689e-05,1.8294221423566343e-05,2.8558475002646445e-05,2.6895510234540883e-05,0.1091666690073907,0.0754082463069305,0.6047000261098147,0.1998781511244234,0.9671666845083238,0.0869547196919656,99.05,0.8255779474818965,96.75,3.242400020777332
0.1,10,1.0,8.883333333333333e-05,6.712561324275833e-06,1.691001821309328e-06,1.57330921292305e-05,1.7424094006419183e-05,2.255396412190308e-06,0.1116666694171726,0.0671256132409733,0.9630833465456964,0.0653092257100734,0.9985714319050312,0.004607020053708,98.75,0.9665456669582608,99.25,0.8506963092234007
0.1,30,1.0,8.891666666666668e-05,4.6287621019546045e-06,1.149584846571088e-06,1.3570700287818907e-05,1.4720285013318064e-05,6.54469312356325e-07,0.1108333367854356,0.046287622630585,0.0,0.0,1.0,0.0,99.15,0.5871429486123998,97.15,3.828906673684992
0.1,50,1.0,9.45e-05,3.789026939228437e-06,1.1425763461738823e-06,1.4558756723999977e-05,1.570133313536644e-05,6.619608917956792e-07,0.0550000020302832,0.0378902703636763,0.8848000425100327,0.1071719527807769,1.0,0.0,99.25,0.6386663736585051,98.5,1.0513149660756935
1.5142857142857145,5,1.0,8.074305555555554e-05,4.3029078351978005e-06,0.0002008033251762,9.560154248028994e-06,0.0002103634810447,1.4597894586964012e-05,0.1925694454461336,0.0430290782646005,0.2102047544504914,0.0409484705533448,0.2553964977692813,0.0589932228711969,97.45,3.531437757001948,83.35,16.16778798788049
1.5142857142857145,10,1.0,8.491666666666668e-05,2.7935953158651877e-06,0.0001412971526384,2.146273441612721e-05,0.0001627598875761,2.2560771126995944e-05,0.1508333329111337,0.0279359529401262,0.3698952758214096,0.0346349546203324,0.4567166956141591,0.1181495026079041,97.1,2.971797258792803,97.85,2.8704483420208997
1.5142857142857145,30,1.0,8.630555555555557e-05,2.1804368239735434e-06,8.576453238725662e-05,2.6350398957729337e-05,0.0001121149313449,2.231243928236865e-05,0.1369444459676742,0.0218043671249325,0.2521946868821978,0.0486590378030863,0.6623401138312281,0.1361327762987673,97.95,1.356271980175999,99.65,0.5871429486123998
1.5142857142857145,50,1.0,7.209027777777777e-05,2.61258629163786e-06,5.514038056135178e-05,3.3040155917406084e-05,8.818053662776947e-05,1.832395819691411e-05,0.2790972240269184,0.0261258647253473,0.2680257502496243,0.0506368463355254,0.791165464758873,0.1047063359035326,97.9,1.5525869752736796,99.85,0.3663475485325232
2.2214285714285715,5,1.0,8.044117647058824e-05,5.290724364506217e-06,0.0002123563373088,8.316833153367043e-06,0.000220673174858,1.6409961760886153e-05,0.1955882385373115,0.0529072404915447,0.1503285436590421,0.0500332019166285,0.233103024815591,0.0697481841672026,94.0,9.130630923032186,90.3,10.387745816966005
2.2214285714285715,10,1.0,8.007843137254902e-05,5.1244256417074535e-06,0.0001635596987605,1.763396732509136e-05,0.0001811936646699,2.519305533536752e-05,0.1992156900465488,0.0512442546650683,0.2116041275927653,0.0895343716908772,0.3868946381014224,0.1226861221275034,93.75,5.2603281866798905,98.3,2.1051315748352697
2.2214285714285715,30,1.0,8.075980392156863e-05,1.953255670318765e-06,8.449974209070206e-05,2.931883752346039e-05,0.0001138185805082,1.1063069072715328e-05,0.1924019642174244,0.0195325555389565,0.2324060716331005,0.0370544067396433,0.6779299819568794,0.0585159335117383,96.9,1.2096106376585989,99.75,0.4442616583193193
2.2214285714285715,50,1.0,8.620098039215686e-05,2.3243609525185277e-06,6.867278873920441e-05,3.207981362938881e-05,0.0001007526022195,1.6240563740789585e-05,0.1379902001470327,0.0232436111045346,0.3883115820547148,0.047703462726797,0.7443822094500065,0.0901819361892532,97.0,1.1697953037312037,99.7,0.5712405705774793
3.635714285714286,5,1.0,7.718181818181817e-05,7.423646755389744e-06,0.0002006831562519,8.26746627688408e-06,0.0002089506208896,1.6337581069075095e-05,0.2281818203628063,0.074236472798522,0.2087107660416245,0.0690715457274867,0.2684250056988125,0.0791459914843021,96.05,4.729248299009496,84.75,21.727680623185663
3.635714285714286,10,1.0,7.26909090909091e-05,1.6594081757340204e-05,0.0001580919387936,2.359961651265621e-05,0.0001816915559768,3.7354689739942063e-05,0.273090910166502,0.1659408223352979,0.3120605152367073,0.1696078794490418,0.4117230306659182,0.2103023004964314,93.65,6.409491317364306,93.55,9.83267913375436
3.635714285714286,30,1.0,6.927272727272728e-05,1.2793448374035656e-05,0.000110537392199,3.2355603799223894e-05,0.0001428929960727,2.599652660921641e-05,0.3072727240622043,0.127934479091708,0.3259995846015386,0.1305268754175237,0.5722035830207168,0.164393979613963,96.65,1.663066286617647,98.8,1.361114094757441
3.635714285714286,50,1.0,6.837272727272727e-05,7.537890048319351e-06,6.871247380971908e-05,4.278249211609364e-05,0.0001114949658513,1.9411207424442203e-05,0.3162727236747741,0.0753788965968574,0.3972339678704739,0.0942344890224321,0.7384944087244615,0.1296697136067926,97.35,0.8127277008872489,99.25,0.8506963092234007
4.342857142857143,5,1.0,7.788383838383839e-05,8.10517491820047e-06,0.0001999899423122,1.179775707423687e-05,0.0002117876982688,2.0276933631909177e-05,0.2211616173386573,0.0810517514535653,0.2415530436172362,0.0904202607963352,0.2742988635490294,0.0953968241501167,90.7,8.820430828479978,94.15,4.463595435355484
4.342857142857143,10,1.0,5.648232323232324e-05,1.55874490511666e-05,0.0001096601575613,3.675153773277998e-05,0.0001464116960763,3.090552010352846e-05,0.4351767636835575,0.155874486440851,0.4496919325023916,0.1713371360775701,0.5806228009343146,0.1893512021584788,94.8,5.772894922781264,98.45,2.54382637606794
4.342857142857143,30,1.0,5.432323232323232e-05,1.2147923783966026e-05,7.650434479117394e-05,4.385082259774208e-05,0.0001203551676869,3.2150041300573586e-05,0.456767676025629,0.1214792384838671,0.5387317433097517,0.1439800171235521,0.7027761237152401,0.2077721877902112,97.7,1.0310954828418375,99.5,0.512989176042577
4.342857142857143,50,1.0,6.044444444444444e-05,1.0758363193220567e-05,6.701225697994232e-05,4.54136311262846e-05,0.0001124258875846,2.939986620276272e-05,0.3955555558204651,0.1075836309649063,0.4276633019512519,0.1123522631096578,0.7385734633315002,0.2029207074021206,97.9,1.3337718577107005,99.4,0.5026246899500346
2.928571428571429,5,1.0,7.958518518518518e-05,3.865353454937932e-06,0.0002053755480051,9.108666721731424e-06,0.0002144842165708,1.8454930981325336e-05,0.2041481472551822,0.0386535349735978,0.245567054968464,0.0568678002441915,0.2655184980914021,0.0686970359217392,95.9,5.240530306632798,94.45,10.023524960390878
2.928571428571429,10,1.0,7.607407407407407e-05,1.2289742023597156e-05,0.0001614367368817,2.021365586668253e-05,0.0001816503924131,3.0052756815149385e-05,0.2392592616379261,0.1228974260411922,0.3363031687173864,0.1514458356388875,0.4013416206989872,0.1594455381236627,97.0,2.7338039817306425,95.0,10.161848153497315
2.928571428571429,30,1.0,7.382222222222222e-05,9.399634553424142e-06,8.9163688570261e-05,3.847924493253231e-05,0.0001276429331302,2.3152671870496045e-05,0.2617777772247791,0.0939963475380556,0.4299199041257068,0.1008744935016901,0.6592778942827136,0.1409403728300637,98.0,0.9176629354822472,99.4,0.8207826816681232
2.928571428571429,50,1.0,6.842222222222222e-05,7.192841723531742e-06,5.931451566517353e-05,4.594859726727009e-05,0.0001052631121873,2.955313395735604e-05,0.3157777786254883,0.071928419208114,0.3462903095185757,0.0903592503439505,0.7801410418154835,0.1606226609858943,98.2,1.361114094757441,98.45,1.731290969494334
5.05,5,1.0,7.848268398268399e-05,7.956081382071891e-06,0.0002093930089473,1.1184239629328658e-05,0.0002205772483348,3.449528278738078e-05,0.2151731595396995,0.0795608137593882,0.2253115401436532,0.0865857737576152,0.2572562222342885,0.0989828219990018,85.9,16.260704975977806,86.4,15.55431908201909
5.05,10,1.0,5.712770562770563e-05,1.861777184898196e-05,0.0001383471986651,3.013011269271374e-05,0.0001684773129224,3.8749388326133407e-05,0.4287229403853416,0.1861777134542386,0.4071043145532752,0.2136468269135877,0.4825626455403347,0.221307667462983,95.0,5.703184705887903,97.3,3.908156113888788
5.05,30,1.0,4.881818181818181e-05,1.6756664628338252e-05,9.541548937559129e-05,4.267756685614586e-05,0.0001380930566787,2.9887312622388467e-05,0.5118181794881821,0.1675666436521732,0.5374957122873487,0.1747553581270987,0.6252460901339849,0.189375172928849,97.65,1.7554426642213128,98.9,1.0711528467275953
5.05,50,1.0,6.31082251082251e-05,1.617777295668055e-05,9.701592043042184e-05,4.0422400794923305e-05,0.0001374383208155,3.608853377127814e-05,0.3689177505671978,0.1617777293618679,0.4538327906336551,0.1693176045274866,0.6167259467545236,0.2269295780839297,96.2,5.61576727662954,98.2,2.4623480450043704
5.757142857142857,5,1.0,7.172988505747127e-05,1.0429906208035454e-05,0.0001979315668344,1.39401937648654e-05,0.0002118717604875,2.4243171940518428e-05,0.2827011473476887,0.1042990592530369,0.2506923336523439,0.1105588585672207,0.2845236956870619,0.1131733556140822,88.15,9.869010508711227,93.7,5.25256829410247
5.757142857142857,10,1.0,5.6553639846743296e-05,2.1645385776857325e-05,0.0001352517667412,3.237962134182453e-05,0.0001676313889026,4.446545181751089e-05,0.434463606774807,0.2164538628450688,0.4994620025101475,0.2386064497992521,0.5114485667787623,0.2362418366950697,96.0,2.991215208080594,98.35,1.954078056944394
5.757142857142857,30,1.0,6.015900383141764e-05,1.1635937107464662e-05,0.0001039345601201,4.026626694947481e-05,0.0001442008274793,2.3516825081451888e-05,0.3984099619090557,0.1163593732222096,0.3989823787901005,0.1354729766683495,0.5997892379261074,0.1551178827855325,96.75,2.76966651992238,98.85,0.9880869341680842
5.757142857142857,50,1.0,4.192337164750958e-05,1.1370406266897148e-05,5.707718402147293e-05,5.424027927219868e-05,0.0001113174632191,2.6430137537627967e-05,0.5807662829756737,0.1137040654250605,0.5854454089593454,0.1186386741146103,0.7832718613102005,0.1656539620436072,96.05,4.186129980127984,98.6,2.436563585310911
7.171428571428572,5,1.0,6.841284403669725e-05,1.0743008596089344e-05,0.0001957765185832,1.657437201589346e-05,0.0002123508900403,2.240901641334102e-05,0.3158715605735779,0.1074300862990199,0.2685660745691501,0.1078951044762027,0.2994704674652826,0.104517304453633,86.65,11.815578476606303,90.65,13.955851442089951
7.171428571428572,10,1.0,6.666819571865444e-05,1.60892998733752e-05,0.0001706983897089,2.352526407688856e-05,0.000194223652482,3.12540921512185e-05,0.3333180397748947,0.1608929972531261,0.3278053897536658,0.1731632165399954,0.3645843007110495,0.1678009587368659,94.25,3.668858993718548,97.05,3.03445130737702
7.171428571428572,30,1.0,3.6284403669724776e-05,1.175994229617729e-05,7.726433992385864e-05,5.167581748217345e-05,0.0001289401584863,2.2497983478762186e-05,0.6371559575200081,0.117599420468978,0.6700488586462039,0.1165105134943959,0.7163814477905575,0.1422745858619246,96.6,3.067658115858003,98.45,1.932410548076104
7.171428571428572,50,1.0,3.5550458715596334e-05,7.058427686953739e-06,5.645104974508286e-05,5.645850449800492e-05,0.000112909553647,1.3353593944807173e-05,0.6444954082369805,0.0705842751139587,0.6687435762379735,0.0830018194127127,0.7944298373851926,0.0907095374989037,96.35,2.621269278723372,98.4,1.759186414825121
7.878571428571429,5,1.0,7.430672268907565e-05,1.2867944442512392e-05,0.0001942559766769,1.530105981044471e-05,0.0002095570337772,2.7508693854340914e-05,0.2569327782839536,0.1286794463133079,0.2731297690980422,0.1289523148739588,0.2989231964948503,0.1385515970343769,86.65,12.790930174809109,89.5,9.150783688038045
7.878571428571429,10,1.0,6.0394957983193286e-05,1.7702955032329442e-05,0.0001452645739912,3.0067734234035017e-05,0.0001753323090076,3.290547104797948e-05,0.3960504256188869,0.1770295472269847,0.4075856073695706,0.1901184535296191,0.443384669277817,0.1995688726910879,95.35,2.906888370749727,96.05,4.418561328139095
7.878571428571429,30,1.0,4.0661064425770304e-05,1.3460454592182868e-05,8.242935478687286e-05,4.876339919865132e-05,0.000131192754507,2.506252669415332e-05,0.5933893598616123,0.1346045464455931,0.614815855249849,0.1390861420118052,0.6901782096932326,0.1764215572548513,96.45,2.742933504576135,98.3,1.9221698265515623
7.878571428571429,50,1.0,4.0201680672268905e-05,1.6434804740568666e-05,7.829369515180587e-05,5.139281373471022e-05,0.0001296865075826,3.0184658311171337e-05,0.5979831956326962,0.1643480447226249,0.5822533641001064,0.1545900121290405,0.7070528531771477,0.1990337768008106,94.5,6.048053188292994,96.25,4.621175516889045
8.585714285714285,5,1.0,7.00448717948718e-05,1.14984156627353e-05,0.0001917973917722,1.8150645308196545e-05,0.0002099480384588,2.348926186760455e-05,0.2995512820780277,0.1149841564433519,0.3110601967003007,0.1131868088669344,0.3000508221640251,0.114463258897822,80.35,15.08667938072663,91.1,9.754351255775685
8.585714285714285,10,1.0,5.2952564102564096e-05,2.3002639890204027e-05,0.0001452692210674,3.20213963277638e-05,0.0001772906184196,4.381655853073724e-05,0.4704743593931198,0.2300263996828744,0.4691557867546472,0.2330985025427678,0.4760266524114135,0.2374864694236287,94.9,4.529435889123966,96.25,4.228661602371183
8.585714285714285,30,1.0,3.506282051282051e-05,1.8139236546447466e-05,7.681491717696189e-05,4.92941178753972e-05,0.0001261090350151,3.410174406778721e-05,0.6493717938661575,0.1813923621189519,0.663711499710721,0.2046504428721522,0.7242070194034508,0.2055924662295211,93.2,6.296197682979617,96.1,3.4320471104606143
8.585714285714285,50,1.0,3.1462820512820514e-05,5.338647532802438e-06,5.798388481140136e-05,5.4995583146810535e-05,0.0001129794687032,9.992444425325588e-06,0.6853717982769012,0.0533864774050152,0.7218233290345474,0.0457310445064811,0.7919704559177161,0.0855595259476772,96.55,2.799906013460189,97.9,2.789076436460832
6.464285714285714,5,1.0,6.93860544217687e-05,1.4473593100983951e-05,0.0001859950965642,1.7855755519121885e-05,0.000203850852251,3.0084852406769547e-05,0.3061394557356834,0.1447359311531614,0.3466752304317546,0.148225169965186,0.3329058442668756,0.1417159170448572,89.6,10.540148805501053,90.6,10.333389926274004
6.464285714285714,10,1.0,5.903061224489797e-05,1.7585300635591026e-05,0.0001380582895874,3.293042331933975e-05,0.0001709887140989,3.441939008093941e-05,0.4096938826143741,0.1758530115029977,0.4228227062996678,0.1938744763331228,0.4928614120017543,0.1863100307837135,92.55,5.862234170833182,96.6,2.7984958365822914
