alpha,MLP_dim,rho,label_err_mean,label_err_std,train_data_mean,train_reg_mean,train_total_mean,train_total_std,acc_test_mean,acc_test_std,acc_fine_tune_mean,acc_fine_tune_std,acc_train_mean,acc_train_std,rank_before_mean,rank_before_std,rank_after_mean,rank_after_std
0.1,5,1.0,9.6e-05,2.4423169902168217e-06,2.7451736666262152e-06,1.3139824829995631e-05,1.5884998328983784e-05,6.407574570533881e-06,0.0400000011548399,0.0244231707745384,1.0,0.0,0.989828584253788,0.0188120555121406,99.8,0.4103913408340616,99.5,0.8885233166386386
0.1,10,1.0,8.291666666666669e-05,2.01420394793071e-06,1.147867904510349e-06,1.14923495426774e-05,1.2640217393636703e-05,2.7926058956525547e-06,0.1708333380520343,0.0201420382787479,1.0,0.0,0.9988714315593242,0.0039158368193584,99.55,0.7591546545162482,99.7,0.5712405705774793
0.1,30,1.0,8.775e-05,8.241156876717411e-06,7.968677254393697e-07,1.0917841829359532e-05,1.1714709475636482e-05,1.2604331760852345e-06,0.1225000023841857,0.0824115708259154,0.9557333458065986,0.0744433050882405,1.0,0.0,99.65,0.4893604849295929,99.2,0.5231483637805969
0.1,50,1.0,9.691666666666666e-05,3.4316637057663e-06,5.808530072681606e-07,8.415344581007958e-06,8.996197581291199e-06,3.8137342665871166e-07,0.0308333339169621,0.034316637768993,0.0354130047183934,0.0651553208694995,1.0,0.0,99.1,0.5525062514530825,98.6,1.1424811411549587
0.8071428571428572,5,1.0,6.861111111111111e-05,4.596273598704939e-06,0.0001417255043983,1.8574301376938825e-05,0.0001602998054027,1.6822120397090175e-05,0.3138888865709305,0.0459627350011764,0.3802051259035404,0.0457952659608632,0.4861095425486564,0.0729095807599934,100.0,0.0,99.65,0.4893604849295929
0.8071428571428572,10,1.0,8.858333333333332e-05,3.2902922958018283e-06,6.979914635419845e-05,2.6702079400420188e-05,9.650122642517088e-05,1.4290213944201394e-05,0.1141666688024997,0.0329029227713036,0.1764375052414834,0.0389751279545134,0.7467869327366352,0.0845119129730836,100.0,0.0,99.7,0.5712405705774793
0.8071428571428572,30,1.0,8.344444444444446e-05,6.100069770263226e-06,1.684170749038458e-05,3.083006426692009e-05,4.7671771943569184e-05,8.208036953228695e-06,0.1655555540695786,0.061000695182746,0.3019000080451369,0.0374654177240995,0.9644494409263134,0.0352965647976969,100.0,0.0,99.5,0.6069769786668839
0.8071428571428572,50,1.0,7.926388888888889e-05,5.087182577389818e-06,1.684593953192234e-05,3.313318595290184e-05,4.997912541031838e-05,1.1662755821855552e-05,0.2073611106723547,0.0508718245017655,0.3626819529980421,0.062224440504561,0.9528675928711892,0.054157477978943,100.0,0.0,99.55,0.6048053188292994
1.5142857142857145,5,1.0,7.758333333333333e-05,8.305069026802907e-06,0.0001206255444884,2.331736512482166e-05,0.0001439429098367,2.7546492419602957e-05,0.2241666674613952,0.0830506926285017,0.4125107189422207,0.1232359928388993,0.538967570245266,0.1221624361626751,98.2,3.088177796899517,99.4,0.7539370349250518
1.5142857142857145,10,1.0,7.127083333333334e-05,4.589481743488493e-06,0.0001010123693943,2.54174304753542e-05,0.0001264298000931,2.5472220037187797e-05,0.2872916661202908,0.0458948169027434,0.2799504851747453,0.0508206016216483,0.614959762139246,0.1331292835717228,99.5,0.7608859102526822,99.65,0.4893604849295929
1.5142857142857145,30,1.0,6.98263888888889e-05,5.311502553230063e-06,3.338061917573213e-05,3.3150296211242674e-05,6.653091564774514e-05,1.6971060100713435e-05,0.3017361082136631,0.0531150240364933,0.4133247336099545,0.0532104332951419,0.901333883062005,0.0890373596740558,97.9,3.024461674588162,99.25,0.8506963092234007
1.5142857142857145,50,1.0,7.561111111111112e-05,3.638671258167772e-06,1.9364131838083263e-05,3.243518531322479e-05,5.179931715130805e-05,1.3508133302897834e-05,0.2438888899981975,0.0363867121311775,0.4366469565778971,0.0289247075814985,0.9403002957254648,0.0768579657914558,99.25,1.3717065820970682,99.3,0.8013147091860318
2.2214285714285715,5,1.0,6.680882352941178e-05,1.108203704896792e-05,0.0001312800699472,2.199293665587902e-05,0.0001532730060815,2.537388160517221e-05,0.3319117650389671,0.1108203685339047,0.4347894644778797,0.114761971069678,0.498025643818734,0.1168022656395566,96.15,4.1961762042176085,98.75,2.022895267471328
2.2214285714285715,10,1.0,5.357352941176471e-05,5.780549666482446e-06,9.162419825792312e-05,2.568125896155834e-05,0.000117305457592,2.015263332916688e-05,0.4642647013068199,0.0578054936576298,0.5165904596588791,0.0740170986212263,0.6573492402018636,0.1008307547782555,94.8,6.312894073160691,98.95,1.190974832912761
2.2214285714285715,30,1.0,5.824509803921568e-05,4.647350558873546e-06,4.6833510249853136e-05,3.371096171438694e-05,8.054447263479233e-05,1.627640043456395e-05,0.4175490200519561,0.0464735010550259,0.6555669553035629,0.0542116479240607,0.8443174063762029,0.0922138226760452,95.05,5.443247869463696,99.35,0.9880869341680842
2.2214285714285715,50,1.0,4.960784313725489e-05,3.658901951095082e-06,3.0940309539437293e-05,3.5398039370775224e-05,6.633834958076477e-05,1.4920520859169142e-05,0.503921565413475,0.0365890188851375,0.5122939072774549,0.0277060538850088,0.892344533811013,0.0859327364385685,96.3,4.001315573132101,98.9,1.58612404107756
3.635714285714286,5,1.0,6.1e-05,8.762610099156696e-06,0.0001389862281084,2.283761121332645e-05,0.0001618238383531,2.531621250508261e-05,0.3900000020861626,0.0876261019093244,0.5014299564791113,0.102904060532522,0.4761806955635547,0.10902722957629,95.5,6.370160701930608,99.0,1.6222142113076254
3.635714285714286,10,1.0,4.457272727272728e-05,9.99737000841752e-06,9.97233346104622e-05,2.742848858237267e-05,0.0001271518233418,2.143979978219789e-05,0.5542727306485176,0.0999736990945559,0.5564353579907457,0.0894366058384653,0.634428405317768,0.1278339852444811,93.05,8.407233727414054,97.3,5.202226244093661
3.635714285714286,30,1.0,3.8351515151515154e-05,5.191405738165082e-06,6.487482070922853e-05,3.5423425287008283e-05,0.0001002982452511,1.7273787731247177e-05,0.6164848417043686,0.0519140526262336,0.6728707398990559,0.0692486398019047,0.7668339139638173,0.1168017284014405,92.15,8.505570929814485,99.55,1.0990426455975697
3.635714285714286,50,1.0,3.923939393939394e-05,4.721563435754122e-06,4.771440207958221e-05,3.6736077666282655e-05,8.445047974586487e-05,1.605291517653489e-05,0.607606053352356,0.0472156313445151,0.7063696452013314,0.0430030839832651,0.8334834500439465,0.0961497685558194,94.3,7.108926930645943,98.55,4.650693213750081
2.928571428571429,5,1.0,6.39e-05,6.416410760869228e-06,0.0001458182680606,2.018367558717728e-05,0.0001660019445419,2.245710615574743e-05,0.3610000014305115,0.0641641122118601,0.3798217019458786,0.0932208900997741,0.441370180347003,0.0910915301931808,95.05,6.227908325052896,96.1,6.560648234980892
2.928571428571429,10,1.0,4.124814814814816e-05,7.546922981907126e-06,9.097449988126756e-05,2.6799161732196807e-05,0.0001177736607193,1.7908422232426986e-05,0.5875185176730156,0.0754692324133446,0.6209313966985888,0.0806453780652722,0.6697251821383835,0.0870073253921083,91.7,7.807553697339653,97.65,2.621269278723372
2.928571428571429,30,1.0,3.5970370370370376e-05,3.935469660626901e-06,5.013383582234383e-05,3.2680520266294475e-05,8.281435549259186e-05,1.5312364825582405e-05,0.6402962893247605,0.0393546917459442,0.5466912373313445,0.0389913239925467,0.8215195466279985,0.0806987691375568,94.75,4.700223958829823,96.6,5.0408854694179945
2.928571428571429,50,1.0,4.816296296296296e-05,4.108456723468975e-06,5.17503434419632e-05,3.3375358432531355e-05,8.512570202350616e-05,2.1308615189397843e-05,0.518370370566845,0.0410845662613382,0.6149021380789682,0.036746792824132,0.8128925060704351,0.1135912545165058,95.3,5.876805433674248,98.8,1.2814465510343749
5.05,5,1.0,5.7889610389610405e-05,8.600387834736732e-06,0.0001463675397634,2.2219458892941477e-05,0.0001685869991779,2.589219163002928e-05,0.4211038962006569,0.0860038791249983,0.4616440174250488,0.0882841534072379,0.4625247697842618,0.1023671780645244,91.25,9.170174767318118,97.05,3.068944615438926
5.05,10,1.0,3.874891774891775e-05,9.058387728148552e-06,9.628021210432052e-05,2.971832975745201e-05,0.0001259985417127,1.984345501053449e-05,0.6125108227133751,0.0905838731253197,0.6058015476775023,0.07986172765993,0.6545497652838627,0.1136227531212117,90.55,8.331771783518292,94.9,4.228972750718049
5.05,30,1.0,4.0402597402597406e-05,8.573788370960124e-06,8.040241003036499e-05,3.213450491428375e-05,0.0001125369149446,2.587523336738614e-05,0.5959740296006203,0.0857378847922594,0.6480130000339674,0.0808557762298247,0.6939229969666252,0.1669179653283519,92.2,8.930138208395917,97.35,3.082633870401636
5.05,50,1.0,3.730735930735931e-05,2.7843272799419707e-06,4.871875748038292e-05,3.949040114879608e-05,8.820915788412093e-05,7.884091979483511e-06,0.6269264072179794,0.0278432729675548,0.6023264025077223,0.0248361638029617,0.8321526534308988,0.0462554422525243,85.6,6.984192678357396,97.2,1.472555959083246
